user,sexo,uf,idade,dias,pviews,visitas,tempo_total,device,blog_cartola,cartola_status,horas_engajamento_futebol,horas_engajamento_outros_esportes,horas_engajamento_home
57022184,M,Minas Gerais,27.0,2,6,3,0.6565463889307446,m_only,0.6565463889307446,cartola_free,0.0,0.0,0.0
57022579,NA,Sao Paulo,,14,65,32,1.543071110977067,pc_only,0.09175083325968848,cartola_free,0.5025111111005147,0.674484722216924,0.09717361112435659
57023172,NA,Minas Gerais,,2,11,2,0.15981583336989086,pc_only,0.028836388852861192,cartola_free,0.12598000003231896,0.0,0.004999444484710693
57023280,M,Minas Gerais,27.0,15,30,19,0.47628249996238287,m_only,0.46378249996238285,cartola_free,0.0125,0.0,0.0
57023344,M,Distrito Federal,36.0,3,6,3,0.0383244444264306,pc_only,0.0,cartola_pro,0.013022222187783983,0.0,0.012802222238646613
57023570,NA,Sao Paulo,,8,25,14,1.0626363888051775,pc_only,0.0125,cartola_free,0.9335277777247958,0.0666086110803816,0.0125
57023639,F,Sao Paulo,20.0,10,20,15,0.42898916668362086,pc_e_m,0.15981111115879482,cartola_free,0.0375,0.07547416667143506,0.0125
57023929,M,Sao Paulo,26.0,4,8,4,0.053223055601120006,pc_only,0.02610472228791979,cartola_free,0.0,0.013981944455040826,0.013136388858159383
57024619,NA,Minas Gerais,,21,120,48,5.896785277724267,pc_e_m,1.1752055554919774,cartola_free,1.4261686111158793,3.0507858333322737,0.21505583332644568
57024786,NA,NA,,4,6,4,0.13360777775446575,m_only,0.0,cartola_free,0.04047777778572507,0.0,0.0
57025965,NA,Sao Paulo,,7,12,8,0.3473733333746592,m_only,0.2719947222868601,cartola_free,0.06287861108779906,0.0,0.0
57026088,M,Minas Gerais,36.0,14,62,23,2.496336944500605,pc_e_m,0.0125,cartola_free,1.5044805555873446,0.0,0.8030155555407207
57030795,NA,Rio de Janeiro,,2,3,2,0.030719722244474622,m_only,0.018219722244474622,cartola_free,0.0,0.0,0.0
